Clothing ID,Age,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
927,54,3,1,2,General Petite,Tops,Sweaters
1035,52,5,1,1,General Petite,Bottoms,Jeans
936,75,5,1,2,General Petite,Tops,Sweaters
936,55,1,0,1,General Petite,Tops,Sweaters
936,41,5,1,19,General Petite,Tops,Sweaters
936,42,4,1,0,General Petite,Tops,Sweaters
1035,45,5,1,2,General Petite,Bottoms,Jeans
823,58,5,1,0,General Petite,Tops,Blouses
936,60,5,1,0,General Petite,Tops,Sweaters
858,65,3,0,1,General,Tops,Knits
872,66,5,1,1,General,Tops,Knits
936,46,5,1,0,General Petite,Tops,Sweaters
862,48,5,1,0,General Petite,Tops,Knits
1035,44,5,1,1,General Petite,Bottoms,Jeans
936,61,5,1,0,General Petite,Tops,Sweaters
862,49,5,1,0,General Petite,Tops,Knits
1035,36,5,1,1,General Petite,Bottoms,Jeans
862,45,2,0,0,General Petite,Tops,Knits
936,56,5,1,0,General Petite,Tops,Sweaters
927,43,3,1,2,General Petite,Tops,Sweaters
823,33,5,1,0,General Petite,Tops,Blouses
1072,37,1,0,0,General Petite,Dresses,Dresses
1108,28,5,1,0,General,Dresses,Dresses
862,37,1,0,14,General,Tops,Knits
936,41,5,1,1,General Petite,Tops,Sweaters
927,36,5,1,2,General Petite,Tops,Sweaters
936,56,5,1,0,General Petite,Tops,Sweaters
936,64,5,1,0,General Petite,Tops,Sweaters
1035,57,4,1,2,General Petite,Bottoms,Jeans
936,68,5,1,1,General Petite,Tops,Sweaters
1035,38,4,1,3,General Petite,Bottoms,Jeans
936,30,4,1,4,General Petite,Tops,Sweaters
936,51,5,1,0,General Petite,Tops,Sweaters
1170,34,3,1,0,Initmates,Intimate,Swim
936,64,4,1,0,General Petite,Tops,Sweaters
605,33,5,1,0,General,Bottoms,Shorts
1072,66,3,1,0,General Petite,Dresses,Dresses
936,55,3,0,2,General Petite,Tops,Sweaters
936,40,5,1,8,General Petite,Tops,Sweaters
936,35,5,1,2,General Petite,Tops,Sweaters
936,42,5,1,8,General Petite,Tops,Sweaters
872,54,5,1,3,General,Tops,Knits
1035,57,3,0,5,General Petite,Bottoms,Jeans
936,39,5,1,4,General Petite,Tops,Sweaters
936,60,4,1,0,General Petite,Tops,Sweaters
48,33,5,1,0,Initmates,Intimate,Intimates
936,71,5,1,0,General Petite,Tops,Sweaters
605,36,5,1,6,General,Bottoms,Shorts
936,53,5,1,0,General Petite,Tops,Sweaters
936,49,4,1,0,General Petite,Tops,Sweaters
927,51,3,1,2,General Petite,Tops,Sweaters
862,57,3,0,0,General,Tops,Knits
1108,56,5,1,2,General,Dresses,Dresses
1035,46,3,0,5,General Petite,Bottoms,Jeans
936,68,2,0,14,General Petite,Tops,Sweaters
1035,40,5,1,1,General Petite,Bottoms,Jeans
1035,27,5,1,19,General Petite,Bottoms,Jeans
862,53,3,0,0,General,Tops,Knits
1035,36,5,1,1,General Petite,Bottoms,Jeans
936,33,5,1,0,General Petite,Tops,Sweaters
927,35,4,1,2,General Petite,Tops,Sweaters
1108,30,5,1,0,General,Dresses,Dresses
936,33,5,1,0,General Petite,Tops,Sweaters
936,40,2,0,0,General Petite,Tops,Sweaters
835,51,5,1,1,General Petite,Tops,Blouses
862,41,4,1,0,General,Tops,Knits
1108,41,5,1,4,General,Dresses,Dresses
975,66,5,1,3,General,Jackets,Jackets
1035,39,5,1,2,General Petite,Bottoms,Jeans
862,36,1,0,43,General,Tops,Knits
1072,45,4,1,0,General Petite,Dresses,Dresses
1108,38,1,0,5,General,Dresses,Dresses
936,47,5,1,1,General Petite,Tops,Sweaters
936,25,3,0,0,General Petite,Tops,Sweaters
936,21,3,1,1,General Petite,Tops,Sweaters
1059,39,5,1,3,General,Bottoms,Pants
175,30,3,1,0,Initmates,Intimate,Swim
1060,29,3,0,0,General,Bottoms,Pants
883,34,5,1,0,General Petite,Tops,Knits
911,70,3,1,0,General Petite,Tops,Fine gauge
1059,32,5,1,2,General,Bottoms,Pants
1059,25,5,1,3,General,Bottoms,Pants
1060,41,3,0,16,General,Bottoms,Pants
1081,35,5,1,0,General,Dresses,Dresses
936,53,5,1,0,General Petite,Tops,Sweaters
1081,42,2,0,3,General,Dresses,Dresses
883,37,5,1,0,General Petite,Tops,Knits
862,52,5,1,0,General Petite,Tops,Knits
824,57,5,1,13,General Petite,Tops,Blouses
1059,46,5,1,4,General,Bottoms,Pants
883,34,5,1,0,General Petite,Tops,Knits
1059,63,5,1,11,General,Bottoms,Pants
1059,46,4,1,0,General,Bottoms,Pants
1081,38,5,1,9,General,Dresses,Dresses
1060,43,5,1,0,General,Bottoms,Pants
1059,44,4,1,0,General,Bottoms,Pants
936,45,4,1,2,General Petite,Tops,Sweaters
883,59,5,1,2,General Petite,Tops,Knits
1060,31,3,0,0,General,Bottoms,Pants
862,48,2,0,6,General,Tops,Knits
1060,35,4,1,1,General,Bottoms,Pants
1060,34,4,1,11,General,Bottoms,Pants
1081,40,5,1,3,General,Dresses,Dresses
883,24,2,0,3,General Petite,Tops,Knits
1060,55,4,1,1,General,Bottoms,Pants
883,41,5,1,0,General Petite,Tops,Knits
883,45,4,1,0,General Petite,Tops,Knits
936,21,5,1,0,General Petite,Tops,Sweaters
1030,45,4,1,0,General,Bottoms,Jeans
1059,44,5,1,2,General,Bottoms,Pants
824,28,5,1,0,General Petite,Tops,Blouses
936,22,5,1,0,General Petite,Tops,Sweaters
936,23,3,0,0,General Petite,Tops,Sweaters
862,37,1,0,0,General Petite,Tops,Knits
936,65,4,1,0,General Petite,Tops,Sweaters
1060,28,4,1,0,General Petite,Bottoms,Pants
936,50,5,1,0,General Petite,Tops,Sweaters
936,54,2,0,2,General Petite,Tops,Sweaters
1081,57,4,1,9,General,Dresses,Dresses
883,44,5,1,0,General Petite,Tops,Knits
824,54,5,1,1,General Petite,Tops,Blouses
1059,31,5,1,1,General,Bottoms,Pants
1059,35,5,1,2,General,Bottoms,Pants
1059,42,4,1,5,General,Bottoms,Pants
936,50,3,0,2,General Petite,Tops,Sweaters
1060,29,5,1,1,General Petite,Bottoms,Pants
1030,46,3,1,0,General,Bottoms,Jeans
1030,45,4,1,1,General,Bottoms,Jeans
936,66,4,1,4,General Petite,Tops,Sweaters
862,34,5,1,0,General Petite,Tops,Knits
1060,26,3,0,0,General Petite,Bottoms,Pants
1059,40,1,0,17,General,Bottoms,Pants
1060,37,3,0,0,General Petite,Bottoms,Pants
824,34,3,1,19,General Petite,Tops,Blouses
936,24,5,1,4,General Petite,Tops,Sweaters
936,43,5,1,0,General Petite,Tops,Sweaters
883,40,4,1,0,General Petite,Tops,Knits
1060,51,5,1,2,General Petite,Bottoms,Pants
1059,38,5,1,0,General,Bottoms,Pants
883,39,4,1,0,General Petite,Tops,Knits
1060,87,5,1,0,General Petite,Bottoms,Pants
1060,39,3,1,3,General Petite,Bottoms,Pants
1060,28,3,1,1,General Petite,Bottoms,Pants
936,47,5,1,0,General Petite,Tops,Sweaters
646,41,5,1,0,Initmates,Intimate,Lounge
820,59,5,1,2,General Petite,Tops,Blouses
833,68,5,1,0,General,Tops,Blouses
937,35,5,1,17,General,Tops,Sweaters
862,29,5,1,1,General Petite,Tops,Knits
862,35,5,1,6,General Petite,Tops,Knits
833,59,5,1,7,General,Tops,Blouses
937,37,5,1,0,General,Tops,Sweaters
984,46,5,1,0,General Petite,Jackets,Jackets
820,50,5,1,3,General,Tops,Blouses
824,25,2,1,0,General Petite,Tops,Blouses
370,40,5,1,0,Initmates,Intimate,Lounge
1022,32,5,1,0,General,Bottoms,Jeans
1147,35,5,1,7,General Petite,Trend,Trend
984,68,2,0,1,General Petite,Jackets,Jackets
1024,68,5,1,0,General,Bottoms,Jeans
1111,31,5,1,0,General,Dresses,Dresses
1081,28,1,0,5,General,Dresses,Dresses
996,27,5,1,2,General,Bottoms,Skirts
984,47,5,1,0,General Petite,Jackets,Jackets
862,39,3,1,1,General Petite,Tops,Knits
104,56,2,0,0,Initmates,Intimate,Lounge
937,41,4,0,3,General,Tops,Sweaters
1100,29,3,1,0,General Petite,Dresses,Dresses
833,52,3,1,2,General,Tops,Blouses
937,31,3,0,0,General,Tops,Sweaters
1111,31,2,0,3,General,Dresses,Dresses
937,83,5,1,4,General,Tops,Sweaters
752,57,4,1,0,Initmates,Intimate,Sleep
1100,43,4,1,1,General Petite,Dresses,Dresses
728,59,5,1,0,Initmates,Intimate,Legwear
1111,47,5,1,0,General,Dresses,Dresses
984,21,5,1,0,General Petite,Jackets,Jackets
820,51,5,1,0,General,Tops,Blouses
860,57,3,0,0,General,Tops,Knits
1024,52,5,1,0,General,Bottoms,Jeans
833,53,5,1,0,General,Tops,Blouses
820,53,4,1,0,General,Tops,Blouses
1081,38,1,0,17,General,Dresses,Dresses
1024,54,5,1,0,General,Bottoms,Jeans
820,60,5,1,1,General,Tops,Blouses
868,66,4,1,0,General Petite,Tops,Knits
370,37,5,1,4,Initmates,Intimate,Lounge
984,49,5,1,0,General Petite,Jackets,Jackets
820,53,4,1,1,General,Tops,Blouses
1081,30,4,1,3,General,Dresses,Dresses
1081,90,2,0,15,General,Dresses,Dresses
862,26,5,1,0,General Petite,Tops,Knits
824,70,3,0,4,General,Tops,Blouses
820,49,3,0,0,General Petite,Tops,Blouses
28,29,5,1,0,Initmates,Intimate,Swim
984,48,5,1,2,General Petite,Jackets,Jackets
862,41,5,1,2,General Petite,Tops,Knits
984,33,5,1,0,General Petite,Jackets,Jackets
820,39,4,1,28,General Petite,Tops,Blouses
862,40,5,1,3,General Petite,Tops,Knits
820,49,4,1,0,General Petite,Tops,Blouses
1057,47,2,0,0,General Petite,Bottoms,Pants
984,46,5,1,1,General Petite,Jackets,Jackets
370,41,5,1,2,Initmates,Intimate,Lounge
862,32,5,1,0,General Petite,Tops,Knits
752,38,5,1,0,Initmates,Intimate,Sleep
1057,53,5,1,9,General Petite,Bottoms,Pants
820,39,5,1,3,General Petite,Tops,Blouses
866,35,4,1,0,General,Tops,Knits
875,42,5,1,1,General,Tops,Knits
875,20,4,1,1,General,Tops,Knits
875,44,4,1,7,General,Tops,Knits
875,54,5,1,0,General,Tops,Knits
875,39,4,1,0,General,Tops,Knits
875,46,5,1,0,General,Tops,Knits
875,37,4,1,2,General,Tops,Knits
762,35,5,1,3,General Petite,Intimate,Lounge
875,44,4,1,0,General,Tops,Knits
1059,60,5,1,2,General,Bottoms,Pants
1110,57,4,1,18,General,Dresses,Dresses
866,36,2,0,38,General,Tops,Knits
1059,28,3,0,10,General,Bottoms,Pants
999,53,1,0,1,General,Bottoms,Skirts
1059,59,5,1,3,General,Bottoms,Pants
999,44,4,1,1,General,Bottoms,Skirts
1030,54,5,1,1,General,Bottoms,Jeans
875,31,4,1,0,General,Tops,Knits
1059,75,5,1,8,General,Bottoms,Pants
1110,42,5,1,1,General,Dresses,Dresses
1110,48,1,0,25,General,Dresses,Dresses
1110,24,5,1,0,General,Dresses,Dresses
1059,64,5,1,3,General,Bottoms,Pants
875,50,5,1,0,General,Tops,Knits
1110,21,5,1,5,General,Dresses,Dresses
875,51,3,0,0,General,Tops,Knits
1110,30,3,1,1,General,Dresses,Dresses
937,34,5,1,1,General,Tops,Sweaters
937,38,5,1,5,General,Tops,Sweaters
875,30,5,1,0,General,Tops,Knits
875,40,3,0,0,General,Tops,Knits
1059,29,5,1,1,General,Bottoms,Pants
875,66,3,0,0,General,Tops,Knits
618,28,5,1,0,Initmates,Intimate,Swim
937,45,5,1,1,General,Tops,Sweaters
210,46,2,0,2,Initmates,Intimate,Layering
304,34,5,1,0,Initmates,Intimate,Lounge
866,50,4,1,0,General,Tops,Knits
875,40,2,0,0,General,Tops,Knits
875,64,5,1,13,General,Tops,Knits
866,33,4,1,1,General,Tops,Knits
875,55,3,0,0,General,Tops,Knits
1082,57,5,1,13,General Petite,Dresses,Dresses
1051,36,5,1,4,General Petite,Bottoms,Pants
1082,45,5,1,1,General Petite,Dresses,Dresses
868,59,5,1,5,General Petite,Tops,Knits
1051,62,5,1,1,General Petite,Bottoms,Pants
1110,69,1,0,24,General,Dresses,Dresses
829,40,5,1,12,General Petite,Tops,Blouses
1110,46,5,1,2,General,Dresses,Dresses
866,32,4,1,2,General,Tops,Knits
1082,33,4,1,4,General Petite,Dresses,Dresses
1082,44,5,1,4,General Petite,Dresses,Dresses
1051,56,5,1,0,General Petite,Bottoms,Pants
866,63,4,1,1,General,Tops,Knits
1110,53,4,1,1,General,Dresses,Dresses
1082,49,4,1,1,General Petite,Dresses,Dresses
829,42,5,1,0,General Petite,Tops,Blouses
1110,50,5,1,1,General,Dresses,Dresses
868,44,5,1,0,General Petite,Tops,Knits
1110,45,3,1,3,General,Dresses,Dresses
1051,37,5,1,0,General Petite,Bottoms,Pants
868,36,5,1,11,General Petite,Tops,Knits
1110,41,4,1,0,General,Dresses,Dresses
829,33,3,0,1,General Petite,Tops,Blouses
1082,47,5,1,0,General Petite,Dresses,Dresses
866,50,2,0,0,General,Tops,Knits
1082,60,5,1,6,General Petite,Dresses,Dresses
829,50,4,1,3,General Petite,Tops,Blouses
1082,48,4,1,1,General Petite,Dresses,Dresses
1110,41,4,1,3,General,Dresses,Dresses
1110,48,5,1,1,General,Dresses,Dresses
1082,50,4,1,4,General Petite,Dresses,Dresses
829,48,3,1,1,General,Tops,Blouses
1082,31,5,1,0,General Petite,Dresses,Dresses
1082,56,2,0,1,General Petite,Dresses,Dresses
1110,34,5,1,2,General,Dresses,Dresses
1082,35,5,1,0,General Petite,Dresses,Dresses
1082,36,5,1,3,General Petite,Dresses,Dresses
1082,42,4,1,1,General Petite,Dresses,Dresses
1082,35,5,1,6,General Petite,Dresses,Dresses
1110,49,5,1,1,General,Dresses,Dresses
1051,31,5,1,1,General Petite,Bottoms,Pants
1082,35,2,0,0,General Petite,Dresses,Dresses
1110,47,3,0,10,General,Dresses,Dresses
1082,34,5,1,0,General Petite,Dresses,Dresses
1110,51,5,1,1,General,Dresses,Dresses
1082,38,5,1,0,General Petite,Dresses,Dresses
1051,38,5,1,0,General Petite,Bottoms,Pants
1110,46,5,1,4,General,Dresses,Dresses
866,51,4,1,2,General,Tops,Knits
1082,37,4,1,2,General Petite,Dresses,Dresses
1082,63,4,1,2,General Petite,Dresses,Dresses
1110,52,3,0,2,General,Dresses,Dresses
1110,47,5,1,3,General,Dresses,Dresses
1110,45,4,1,8,General,Dresses,Dresses
1051,53,4,1,1,General Petite,Bottoms,Pants
215,45,5,1,4,Initmates,Intimate,Legwear
876,66,5,1,1,General,Tops,Knits
215,31,4,1,2,Initmates,Intimate,Legwear
820,59,5,1,4,General,Tops,Blouses
834,27,5,1,0,General,Tops,Blouses
876,40,5,1,0,General,Tops,Knits
215,47,4,1,2,Initmates,Intimate,Legwear
876,36,5,1,0,General,Tops,Knits
1022,66,5,1,1,General Petite,Bottoms,Jeans
1084,26,3,0,0,General,Dresses,Dresses
820,39,4,1,1,General,Tops,Blouses
215,27,5,1,1,Initmates,Intimate,Legwear
428,47,4,1,4,Initmates,Intimate,Swim
423,37,4,1,0,Initmates,Intimate,Lounge
876,28,4,1,0,General,Tops,Knits
876,54,4,1,0,General,Tops,Knits
876,45,5,1,0,General,Tops,Knits
834,31,4,1,0,General,Tops,Blouses
876,29,5,1,0,General,Tops,Knits
215,31,5,1,2,Initmates,Intimate,Legwear
876,35,1,0,6,General,Tops,Knits
820,40,5,1,1,General,Tops,Blouses
876,40,5,1,0,General,Tops,Knits
876,34,5,1,0,General,Tops,Knits
876,40,5,1,0,General,Tops,Knits
834,41,5,1,0,General,Tops,Blouses
876,34,4,1,4,General,Tops,Knits
215,42,4,1,1,Initmates,Intimate,Legwear
876,25,4,1,0,General,Tops,Knits
876,39,4,1,0,General,Tops,Knits
215,28,5,1,4,Initmates,Intimate,Legwear
215,35,4,1,3,Initmates,Intimate,Legwear
876,66,5,1,0,General,Tops,Knits
876,65,4,1,0,General,Tops,Knits
215,56,5,1,1,Initmates,Intimate,Legwear
834,25,5,1,0,General,Tops,Blouses
860,65,5,1,13,General Petite,Tops,Knits
820,36,5,1,0,General,Tops,Blouses
1008,63,4,1,5,General,Bottoms,Skirts
1081,27,5,1,56,General Petite,Dresses,Dresses
1081,25,5,1,0,General Petite,Dresses,Dresses
1008,47,3,1,0,General,Bottoms,Skirts
1008,26,5,1,0,General,Bottoms,Skirts
1104,28,3,1,0,General Petite,Dresses,Dresses
703,44,5,1,5,General Petite,Bottoms,Pants
828,37,5,1,3,General,Tops,Blouses
1028,39,5,1,1,General,Bottoms,Jeans
1081,39,5,1,0,General,Dresses,Dresses
1081,43,2,0,0,General,Dresses,Dresses
828,51,5,1,0,General,Tops,Blouses
1081,76,4,1,0,General,Dresses,Dresses
819,35,5,1,0,General Petite,Tops,Blouses
822,39,5,1,1,General,Tops,Blouses
1028,54,4,1,0,General,Bottoms,Jeans
1081,48,5,1,3,General,Dresses,Dresses
555,29,4,1,2,General,Trend,Trend
625,34,2,0,0,Initmates,Intimate,Swim
1081,42,4,1,0,General,Dresses,Dresses
1008,33,5,1,0,General,Bottoms,Skirts
625,49,4,1,0,Initmates,Intimate,Swim
1008,74,5,1,0,General,Bottoms,Skirts
1081,36,3,1,17,General,Dresses,Dresses
1081,45,5,1,0,General,Dresses,Dresses
828,31,5,1,0,General,Tops,Blouses
828,23,3,0,3,General,Tops,Blouses
828,50,5,1,0,General,Tops,Blouses
1008,22,5,1,0,General,Bottoms,Skirts
1081,45,3,0,23,General,Dresses,Dresses
555,39,4,1,16,General,Trend,Trend
1081,34,5,1,0,General,Dresses,Dresses
300,34,4,1,25,Initmates,Intimate,Lounge
300,40,5,1,0,Initmates,Intimate,Lounge
300,39,4,1,2,Initmates,Intimate,Lounge
920,43,4,1,1,General,Tops,Fine gauge
975,66,5,1,1,General,Jackets,Jackets
300,36,5,1,0,Initmates,Intimate,Lounge
975,29,4,0,0,General,Jackets,Jackets
1009,39,5,1,4,General,Bottoms,Skirts
975,38,5,1,0,General,Jackets,Jackets
300,39,5,1,2,Initmates,Intimate,Lounge
300,37,5,1,2,Initmates,Intimate,Lounge
975,33,5,1,0,General,Jackets,Jackets
1100,39,4,1,0,General Petite,Dresses,Dresses
300,39,4,1,2,Initmates,Intimate,Lounge
1009,35,3,0,1,General,Bottoms,Skirts
1009,28,4,1,0,General,Bottoms,Skirts
1059,65,4,1,1,General,Bottoms,Pants
1009,38,5,1,1,General,Bottoms,Skirts
300,37,5,1,7,Initmates,Intimate,Lounge
300,46,5,1,1,Initmates,Intimate,Lounge
975,37,5,1,0,General,Jackets,Jackets
837,35,3,1,1,General,Tops,Blouses
1059,53,5,1,13,General,Bottoms,Pants
975,58,3,0,3,General,Jackets,Jackets
975,46,5,1,10,General,Jackets,Jackets
1059,36,2,0,5,General,Bottoms,Pants
975,24,5,1,1,General,Jackets,Jackets
975,47,4,1,2,General,Jackets,Jackets
300,34,3,0,0,Initmates,Intimate,Lounge
975,40,2,0,0,General,Jackets,Jackets
975,33,3,0,1,General,Jackets,Jackets
975,48,2,0,0,General,Jackets,Jackets
975,62,5,1,0,General,Jackets,Jackets
1009,22,5,1,0,General,Bottoms,Skirts
300,31,5,1,0,Initmates,Intimate,Lounge
300,40,5,1,2,Initmates,Intimate,Lounge
975,41,5,1,1,General,Jackets,Jackets
1059,37,2,0,18,General,Bottoms,Pants
1059,61,5,1,0,General,Bottoms,Pants
975,62,5,1,6,General,Jackets,Jackets
1009,62,5,1,3,General,Bottoms,Skirts
975,73,4,1,2,General,Jackets,Jackets
1009,27,5,1,0,General,Bottoms,Skirts
1009,40,5,1,0,General,Bottoms,Skirts
300,56,5,1,2,Initmates,Intimate,Lounge
300,52,4,1,18,Initmates,Intimate,Lounge
74,25,4,1,1,Initmates,Intimate,Intimates
1059,45,5,1,0,General,Bottoms,Pants
1100,54,5,1,4,General Petite,Dresses,Dresses
300,27,5,1,0,Initmates,Intimate,Lounge
1078,39,5,1,0,General Petite,Dresses,Dresses
1078,26,4,1,0,General Petite,Dresses,Dresses
1020,48,5,1,3,General Petite,Bottoms,Skirts
1078,48,4,1,0,General Petite,Dresses,Dresses
1078,46,5,1,0,General Petite,Dresses,Dresses
984,36,4,1,2,General Petite,Jackets,Jackets
1030,36,5,1,0,General,Bottoms,Jeans
941,30,3,0,7,General,Tops,Sweaters
1078,38,4,1,0,General Petite,Dresses,Dresses
1078,48,5,1,2,General Petite,Dresses,Dresses
1078,49,2,0,0,General Petite,Dresses,Dresses
1078,50,3,0,0,General Petite,Dresses,Dresses
984,37,5,1,0,General Petite,Jackets,Jackets
984,47,2,0,0,General Petite,Jackets,Jackets
1078,32,2,0,2,General Petite,Dresses,Dresses
733,42,5,1,0,General Petite,Intimate,Lounge
936,37,5,1,2,General Petite,Tops,Sweaters
1078,41,5,1,7,General Petite,Dresses,Dresses
1078,24,5,1,0,General Petite,Dresses,Dresses
984,70,5,1,1,General Petite,Jackets,Jackets
1078,46,4,1,0,General Petite,Dresses,Dresses
841,60,2,0,11,General,Tops,Blouses
829,34,4,1,2,General Petite,Tops,Blouses
540,64,4,1,0,General,Bottoms,Shorts
1030,42,5,1,7,General,Bottoms,Jeans
1099,36,1,0,4,General Petite,Dresses,Dresses
829,56,3,0,8,General Petite,Tops,Blouses
863,44,3,0,0,General,Tops,Knits
991,30,2,0,1,General,Bottoms,Skirts
936,49,5,1,1,General Petite,Tops,Sweaters
936,50,3,0,1,General Petite,Tops,Sweaters
941,25,5,1,0,General,Tops,Sweaters
1078,36,3,0,0,General Petite,Dresses,Dresses
863,51,3,0,2,General,Tops,Knits
1078,36,3,0,0,General Petite,Dresses,Dresses
1078,35,2,0,0,General Petite,Dresses,Dresses
1078,36,5,1,0,General Petite,Dresses,Dresses
1078,32,3,0,0,General Petite,Dresses,Dresses
936,44,3,1,2,General Petite,Tops,Sweaters
984,57,4,1,1,General Petite,Jackets,Jackets
1099,60,5,1,3,General Petite,Dresses,Dresses
1078,42,1,0,26,General Petite,Dresses,Dresses
1078,34,2,0,0,General Petite,Dresses,Dresses
1078,38,4,1,1,General Petite,Dresses,Dresses
829,51,3,0,14,General Petite,Tops,Blouses
863,35,5,1,15,General,Tops,Knits
1078,39,5,1,0,General Petite,Dresses,Dresses
1078,34,3,1,0,General Petite,Dresses,Dresses
941,52,4,1,0,General,Tops,Sweaters
941,23,4,1,6,General,Tops,Sweaters
1078,40,4,1,0,General Petite,Dresses,Dresses
1078,55,5,1,0,General Petite,Dresses,Dresses
888,64,4,1,7,General,Tops,Knits
1126,37,5,1,3,General Petite,Jackets,Outerwear
1078,37,2,0,0,General Petite,Dresses,Dresses
733,38,5,1,4,General Petite,Intimate,Lounge
1099,32,4,1,9,General Petite,Dresses,Dresses
936,31,4,1,11,General Petite,Tops,Sweaters
1078,34,3,1,0,General Petite,Dresses,Dresses
1078,42,2,0,0,General Petite,Dresses,Dresses
733,39,4,1,1,General Petite,Intimate,Lounge
733,52,5,1,1,General Petite,Intimate,Lounge
941,30,5,1,1,General,Tops,Sweaters
1078,34,5,1,0,General Petite,Dresses,Dresses
941,35,5,1,0,General,Tops,Sweaters
1078,60,4,1,0,General Petite,Dresses,Dresses
941,45,5,1,0,General,Tops,Sweaters
941,53,5,1,0,General,Tops,Sweaters
1078,25,5,1,1,General Petite,Dresses,Dresses
1078,65,1,0,0,General Petite,Dresses,Dresses
1078,63,3,1,0,General Petite,Dresses,Dresses
936,31,5,1,10,General Petite,Tops,Sweaters
927,32,5,1,0,General,Tops,Sweaters
840,33,5,1,1,General Petite,Tops,Blouses
927,38,4,1,0,General,Tops,Sweaters
927,31,1,0,2,General,Tops,Sweaters
872,58,5,1,1,General Petite,Tops,Knits
840,46,4,1,8,General Petite,Tops,Blouses
444,33,5,1,3,Initmates,Intimate,Swim
218,37,3,0,3,Initmates,Intimate,Swim
927,55,4,1,0,General,Tops,Sweaters
736,38,4,1,0,Initmates,Intimate,Intimates
872,53,5,1,0,General Petite,Tops,Knits
444,25,4,1,1,Initmates,Intimate,Swim
736,39,4,1,0,Initmates,Intimate,Intimates
872,34,5,1,6,General Petite,Tops,Knits
872,52,5,1,1,General Petite,Tops,Knits
838,44,5,1,0,General,Tops,Blouses
103,52,4,1,1,Initmates,Intimate,Layering
829,35,2,0,0,General Petite,Tops,Blouses
859,34,5,1,4,General,Tops,Knits
1078,53,2,0,5,General Petite,Dresses,Dresses
942,53,5,1,8,General Petite,Tops,Sweaters
1078,75,2,0,1,General Petite,Dresses,Dresses
940,34,4,1,2,General,Tops,Sweaters
829,51,5,1,0,General Petite,Tops,Blouses
940,49,5,1,0,General,Tops,Sweaters
829,57,5,1,0,General Petite,Tops,Blouses
829,62,5,1,1,General Petite,Tops,Blouses
829,31,5,1,7,General Petite,Tops,Blouses
661,64,5,1,8,General Petite,Intimate,Lounge
829,39,4,1,1,General Petite,Tops,Blouses
1078,39,4,1,3,General Petite,Dresses,Dresses
829,36,5,1,0,General Petite,Tops,Blouses
1078,33,5,1,0,General Petite,Dresses,Dresses
661,24,4,1,1,General Petite,Intimate,Lounge
871,36,5,1,1,General,Tops,Knits
865,37,3,0,1,General Petite,Tops,Knits
1078,22,3,1,6,General Petite,Dresses,Dresses
829,24,5,1,1,General Petite,Tops,Blouses
1078,29,3,1,0,General,Dresses,Dresses
1078,23,5,1,3,General,Dresses,Dresses
829,53,5,1,1,General Petite,Tops,Blouses
829,35,4,1,0,General,Tops,Blouses
829,40,5,1,1,General,Tops,Blouses
1078,25,4,1,7,General,Dresses,Dresses
829,62,4,1,3,General,Tops,Blouses
1078,49,5,1,0,General,Dresses,Dresses
1078,40,1,0,6,General,Dresses,Dresses
1081,41,2,0,3,General Petite,Dresses,Dresses
1078,26,4,1,2,General,Dresses,Dresses
942,42,5,1,0,General Petite,Tops,Sweaters
942,57,3,0,1,General Petite,Tops,Sweaters
661,43,1,0,0,General Petite,Intimate,Lounge
829,58,5,1,3,General,Tops,Blouses
1078,57,3,1,1,General,Dresses,Dresses
829,49,4,1,0,General,Tops,Blouses
829,45,5,1,1,General,Tops,Blouses
1078,62,5,1,0,General,Dresses,Dresses
829,28,5,1,1,General,Tops,Blouses
859,45,5,1,2,General,Tops,Knits
808,52,5,1,1,Initmates,Intimate,Lounge
1094,39,5,1,0,General Petite,Dresses,Dresses
661,39,5,1,6,General Petite,Intimate,Lounge
940,40,5,1,0,General,Tops,Sweaters
829,45,4,1,0,General,Tops,Blouses
1078,33,5,1,1,General,Dresses,Dresses
942,45,2,0,6,General Petite,Tops,Sweaters
1081,47,5,1,5,General Petite,Dresses,Dresses
1078,44,3,1,1,General,Dresses,Dresses
829,65,5,1,1,General,Tops,Blouses
1078,48,5,1,1,General,Dresses,Dresses
1078,35,3,0,3,General,Dresses,Dresses
1078,35,5,1,0,General,Dresses,Dresses
1059,36,5,1,1,General Petite,Bottoms,Pants
1081,41,2,0,0,General Petite,Dresses,Dresses
1192,57,5,1,0,General,Bottoms,Pants
926,39,3,1,0,General,Tops,Sweaters
1042,67,5,1,6,General,Bottoms,Pants
1078,41,4,0,0,General,Dresses,Dresses
1059,56,4,1,1,General Petite,Bottoms,Pants
1081,29,5,1,5,General Petite,Dresses,Dresses
1059,49,5,1,1,General Petite,Bottoms,Pants
692,39,5,1,1,Initmates,Intimate,Sleep
347,29,5,1,0,Initmates,Intimate,Intimates
969,83,5,1,0,General Petite,Jackets,Jackets
1078,41,4,1,7,General,Dresses,Dresses
926,49,5,1,2,General,Tops,Sweaters
1059,48,4,1,0,General Petite,Bottoms,Pants
917,46,4,1,0,General,Tops,Fine gauge
1082,51,5,1,0,General,Dresses,Dresses
1059,27,5,1,4,General Petite,Bottoms,Pants
917,66,4,1,0,General,Tops,Fine gauge
1059,28,5,1,0,General Petite,Bottoms,Pants
